event	utc_timestamp
first_launch_requested	2026-08-01T15:21:12.699Z
first_launch_returned	2026-08-01T15:21:14.189Z
generated_ledger_observed	2026-08-01T15:21:16.772Z
background_app_launch_requested	2026-08-01T15:21:16.816Z
background_app_launch_returned	2026-08-01T15:21:18.162Z
background_event_observed	2026-08-01T15:21:22.193Z
background_flush_completed_observed	2026-08-01T15:21:22.293Z
termination_requested	2026-08-01T15:21:22.393Z
first_process_terminated	2026-08-01T15:21:22.410Z
collector_start_requested	2026-08-01T15:21:24.145Z
collector_ready	2026-08-01T15:21:26.042Z
resume_launch_requested	2026-08-01T15:21:26.054Z
resume_launch_returned	2026-08-01T15:21:27.928Z
capture_window_complete	2026-08-01T15:21:57.968Z
