event	utc_timestamp
first_launch_requested	2026-08-01T14:36:38.821Z
first_launch_returned	2026-08-01T14:36:39.319Z
generated_ledger_observed	2026-08-01T14:36:40.558Z
background_app_launch_requested	2026-08-01T14:36:40.573Z
background_app_launch_returned	2026-08-01T14:36:41.330Z
background_event_observed	2026-08-01T14:36:43.814Z
background_flush_completed_observed	2026-08-01T14:36:43.953Z
termination_requested	2026-08-01T14:36:44.080Z
first_process_terminated	2026-08-01T14:36:44.110Z
collector_start_requested	2026-08-01T14:36:45.162Z
collector_ready	2026-08-01T14:36:45.832Z
resume_launch_requested	2026-08-01T14:36:45.845Z
resume_launch_returned	2026-08-01T14:36:46.540Z
capture_window_complete	2026-08-01T14:37:16.564Z
