event	utc_timestamp
app_launch_requested	2026-08-01T12:34:48Z
app_launch_returned	2026-08-01T12:34:48Z
collector_start_requested	2026-08-01T12:34:56Z
collector_ready	2026-08-01T12:34:57Z
capture_window_complete	2026-08-01T12:35:27Z
