event	utc_timestamp
first_launch_requested	2026-08-01T16:12:53.459Z
first_launch_returned	2026-08-01T16:12:53.821Z
generated_ledger_observed	2026-08-01T16:12:54.506Z
background_app_launch_requested	2026-08-01T16:12:54.515Z
background_app_launch_returned	2026-08-01T16:12:55.056Z
background_event_observed	2026-08-01T16:12:56.602Z
background_flush_completed_observed	2026-08-01T16:12:57.145Z
termination_requested	2026-08-01T16:12:57.243Z
first_process_terminated	2026-08-01T16:12:57.280Z
collector_start_requested	2026-08-01T16:12:57.614Z
collector_ready	2026-08-01T16:12:58.204Z
resume_launch_requested	2026-08-01T16:12:58.209Z
resume_launch_returned	2026-08-01T16:12:58.630Z
capture_window_complete	2026-08-01T16:13:28.657Z
