event	utc_timestamp
first_launch_requested	2026-08-01T13:27:25.544Z
first_launch_returned	2026-08-01T13:27:26.453Z
generated_ledger_observed	2026-08-01T13:27:28.994Z
termination_requested	2026-08-01T13:27:29.008Z
first_process_terminated	2026-08-01T13:27:29.015Z
collector_start_requested	2026-08-01T13:27:29.109Z
collector_ready	2026-08-01T13:27:29.703Z
resume_launch_requested	2026-08-01T13:27:29.708Z
resume_launch_returned	2026-08-01T13:27:30.276Z
capture_window_complete	2026-08-01T13:28:00.301Z
