event	utc_timestamp
app_launch_requested	2026-08-01T12:13:00Z
app_launch_returned	2026-08-01T12:13:01Z
collector_start_requested	2026-08-01T12:13:09Z
collector_ready	2026-08-01T12:13:09Z
capture_window_complete	2026-08-01T12:13:39Z
