event	utc_timestamp
app_launch_requested	2026-08-01T12:11:02Z
app_launch_returned	2026-08-01T12:11:02Z
collector_start_requested	2026-08-01T12:11:10Z
collector_ready	2026-08-01T12:11:10Z
capture_window_complete	2026-08-01T12:11:40Z
