event	utc_timestamp
first_launch_requested	2026-08-01T15:15:20.016Z
first_launch_returned	2026-08-01T15:15:20.469Z
generated_ledger_observed	2026-08-01T15:15:21.955Z
background_app_launch_requested	2026-08-01T15:15:21.971Z
background_app_launch_returned	2026-08-01T15:15:22.698Z
background_event_observed	2026-08-01T15:15:25.111Z
background_flush_completed_observed	2026-08-01T15:15:25.198Z
termination_requested	2026-08-01T15:15:25.432Z
first_process_terminated	2026-08-01T15:15:25.461Z
collector_start_requested	2026-08-01T15:15:26.564Z
collector_ready	2026-08-01T15:15:27.263Z
resume_launch_requested	2026-08-01T15:15:27.278Z
resume_launch_returned	2026-08-01T15:15:27.902Z
capture_window_complete	2026-08-01T15:15:57.916Z
