event	utc_timestamp
first_launch_requested	2026-08-01T14:29:33.990Z
first_launch_returned	2026-08-01T14:29:34.536Z
generated_ledger_observed	2026-08-01T14:29:36.020Z
background_app_launch_requested	2026-08-01T14:29:36.032Z
background_app_launch_returned	2026-08-01T14:29:36.835Z
background_event_observed	2026-08-01T14:29:39.113Z
background_flush_completed_observed	2026-08-01T14:29:39.432Z
termination_requested	2026-08-01T14:29:39.574Z
first_process_terminated	2026-08-01T14:29:39.598Z
collector_start_requested	2026-08-01T14:29:40.687Z
collector_ready	2026-08-01T14:29:41.368Z
resume_launch_requested	2026-08-01T14:29:41.376Z
resume_launch_returned	2026-08-01T14:29:41.994Z
capture_window_complete	2026-08-01T14:30:12.014Z
