event	utc_timestamp
first_launch_requested	2026-08-01T14:21:39.999Z
first_launch_returned	2026-08-01T14:21:42.534Z
generated_ledger_observed	2026-08-01T14:21:45.006Z
background_app_launch_requested	2026-08-01T14:21:45.021Z
background_app_launch_returned	2026-08-01T14:21:46.621Z
background_event_observed	2026-08-01T14:21:51.167Z
background_flush_completed_observed	2026-08-01T14:21:51.207Z
termination_requested	2026-08-01T14:21:51.344Z
first_process_terminated	2026-08-01T14:21:51.383Z
collector_start_requested	2026-08-01T14:21:51.897Z
collector_ready	2026-08-01T14:21:55.029Z
resume_launch_requested	2026-08-01T14:21:55.084Z
resume_launch_returned	2026-08-01T14:21:58.840Z
capture_window_complete	2026-08-01T14:22:28.879Z
